sku,category_1_name,category_2_name,category_3_name,category_4_name,category_5_name,collection_real_launch_date_date,product_first_order_date,descricao_cor,familia_cor_nome
4391_1000032_0_36,Feminino,Moda,Roupas,Calças,Skinny,2016-01-11,2016-01-28,MARINHO,AZUL
4391_40130843_0_36,Feminino,Moda,Roupas,Calças,Skinny,2016-01-11,2016-01-29,PRETO,PRETO
4391_40130843_0_40,Feminino,Moda,Roupas,Calças,Skinny,2016-01-11,2016-01-20,PRETO,PRETO
4391_40130843_0_42,Feminino,Moda,Roupas,Calças,Skinny,2016-01-11,2016-02-03,PRETO,PRETO
4393_271_0_M,Feminino,Moda,Roupas,Blusas,Camisas,2016-01-11,2016-01-22,AQUA AZUL,AZUL
4393_271_0_PP,Feminino,Moda,Roupas,Blusas,Camisas,2016-01-11,2016-01-16,AQUA AZUL,AZUL
4393_275_0_G,Feminino,Moda,Roupas,Blusas,Camisas,2016-01-11,2016-02-10,SHIBORI,AZUL
4393_275_0_GG,Feminino,Moda,Roupas,Blusas,Camisas,2016-01-11,2016-01-26,SHIBORI,AZUL
4393_275_0_P,Feminino,Moda,Roupas,Blusas,Camisas,2016-01-11,2016-02-16,SHIBORI,AZUL
4393_277_0_G,Feminino,Moda,Roupas,Blusas,Camisas,2016-01-11,2016-01-19,STRIPES AZUL,AZUL
4393_277_0_GG,Feminino,Moda,Roupas,Blusas,Camisas,2016-01-11,2016-01-18,STRIPES AZUL,AZUL
4393_277_0_P,Feminino,Moda,Roupas,Blusas,Camisas,2016-01-11,2016-01-15,STRIPES AZUL,AZUL
4393_277_0_PP,Feminino,Moda,Roupas,Blusas,Camisas,2016-01-11,2016-01-16,STRIPES AZUL,AZUL
4393_279_0_G,Feminino,Moda,Roupas,Blusas,Camisas,2016-01-11,2016-01-16,STRIPES ROSA,ROSA
4393_279_0_GG,Feminino,Moda,Roupas,Blusas,Camisas,2016-01-11,2016-02-22,STRIPES ROSA,ROSA
4395_283_0_GG,Feminino,Moda,Roupas,Coletes & Kimonos,Coletes,2016-01-11,2016-01-22,ROSA CLARO,ROSA
4395_283_0_M,Feminino,Moda,Roupas,Coletes & Kimonos,Coletes,2016-01-11,2016-01-15,ROSA CLARO,ROSA
4395_283_0_P,Feminino,Moda,Roupas,Coletes & Kimonos,Coletes,2016-01-11,2016-01-18,ROSA CLARO,ROSA
4397_1000094_0_M,Feminino,Moda,Roupas,Blusas,Regatas,2016-01-11,2016-01-18,AZUL CLARO,AZUL
4399_275_0_40,Feminino,Moda,Roupas,Jaquetas & Casacos,Jaquetas,2016-01-11,2016-02-15,SHIBORI,AZUL
4399_275_0_44,Feminino,Moda,Roupas,Jaquetas & Casacos,Jaquetas,2016-01-11,2016-01-12,SHIBORI,AZUL
4399_277_0_38,Feminino,Moda,Roupas,Jaquetas & Casacos,Jaquetas,2016-01-11,2016-01-29,STRIPES AZUL,AZUL
4399_277_0_44,Feminino,Moda,Roupas,Jaquetas & Casacos,Jaquetas,2016-01-11,2016-01-22,STRIPES AZUL,AZUL
4399_279_0_38,Feminino,Moda,Roupas,Jaquetas & Casacos,Jaquetas,2016-01-11,2016-01-26,STRIPES ROSA,ROSA
4399_279_0_40,Feminino,Moda,Roupas,Jaquetas & Casacos,Jaquetas,2016-01-11,2016-01-21,STRIPES ROSA,ROSA
4399_279_0_42,Feminino,Moda,Roupas,Jaquetas & Casacos,Jaquetas,2016-01-11,2016-01-22,STRIPES ROSA,ROSA
4401_271_0_M,Feminino,Moda,Roupas,Coletes & Kimonos,Kimonos,2016-01-11,2016-05-28,AQUA AZUL,AZUL
4401_273_0_G,Feminino,Moda,Roupas,Coletes & Kimonos,Kimonos,2016-01-11,2016-01-20,AQUA ROSE,ROSA
4403_1000020_0_36,Feminino,Moda,Roupas,Macacão,Macacão,2016-01-11,2016-02-20,AMARELO,AMARELO
4403_1000020_0_38,Feminino,Moda,Roupas,Macacão,Macacão,2016-01-11,2016-02-16,AMARELO,AMARELO
4403_1000020_0_42,Feminino,Moda,Roupas,Macacão,Macacão,2016-01-11,2016-01-16,AMARELO,AMARELO
4403_1000026_0_38,Feminino,Moda,Roupas,Macacão,Macacão,2016-01-11,2016-01-11,ROSA,ROSA
4403_1000026_0_42,Feminino,Moda,Roupas,Macacão,Macacão,2016-01-11,2016-01-13,ROSA,ROSA
4403_233_0_42,Feminino,Moda,Roupas,Macacão,Macacão,2016-01-11,2016-01-12,INDIGO ESCURO,AZUL
4403_233_0_44,Feminino,Moda,Roupas,Macacão,Macacão,2016-01-11,2016-01-11,INDIGO ESCURO,AZUL
4405_1000046_0_36,Feminino,Moda,Roupas,Macacão,Macacão,2016-01-11,2016-01-14,NUDE,ROSA
4405_1000046_0_38,Feminino,Moda,Roupas,Macacão,Macacão,2016-01-11,2016-01-11,NUDE,ROSA
4405_267_0_40,Feminino,Moda,Roupas,Macacão,Macacão,2016-01-11,2016-01-13,CINZA CLARO,CINZA
4405_267_0_44,Feminino,Moda,Roupas,Macacão,Macacão,2016-01-11,2016-01-12,CINZA CLARO,CINZA
4407_1000020_0_38,Feminino,Moda,Roupas,Macacão,Macaquinho,2016-01-11,2016-01-11,AMARELO,AMARELO
4409_271_0_36,Feminino,Moda,Roupas,Macacão,Macaquinho,2016-01-11,2016-01-15,AQUA AZUL,AZUL
4409_271_0_42,Feminino,Moda,Roupas,Macacão,Macaquinho,2016-01-11,2016-01-13,AQUA AZUL,AZUL
4409_273_0_42,Feminino,Moda,Roupas,Macacão,Macaquinho,2016-01-11,2016-02-03,AQUA ROSE,ROSA
4409_275_0_40,Feminino,Moda,Roupas,Macacão,Macaquinho,2016-01-11,2016-01-12,SHIBORI,AZUL
4409_275_0_42,Feminino,Moda,Roupas,Macacão,Macaquinho,2016-01-11,2016-01-14,SHIBORI,AZUL
4409_279_0_36,Feminino,Moda,Roupas,Macacão,Macaquinho,2016-01-11,2016-01-16,STRIPES ROSA,ROSA
4409_279_0_40,Feminino,Moda,Roupas,Macacão,Macaquinho,2016-01-11,2016-01-12,STRIPES ROSA,ROSA
4409_279_0_42,Feminino,Moda,Roupas,Macacão,Macaquinho,2016-01-11,2016-01-18,STRIPES ROSA,ROSA
4411_1000028_0_36,Feminino,Moda,Roupas,Macacão,Macaquinho,2016-01-11,2016-01-14,VERDE,VERDE
4411_1000032_0_38,Feminino,Moda,Roupas,Macacão,Macaquinho,2016-01-11,2016-01-11,MARINHO,AZUL
4411_1000046_0_36,Feminino,Moda,Roupas,Macacão,Macaquinho,2016-01-11,2016-01-11,NUDE,ROSA
4411_1000046_0_40,Feminino,Moda,Roupas,Macacão,Macaquinho,2016-01-11,2016-01-13,NUDE,ROSA
4411_40130843_0_36,Feminino,Moda,Roupas,Macacão,Macaquinho,2016-01-11,2016-01-11,PRETO,PRETO
4411_40130843_0_40,Feminino,Moda,Roupas,Macacão,Macaquinho,2016-01-11,2016-01-11,PRETO,PRETO
4411_40130843_0_44,Feminino,Moda,Roupas,Macacão,Macaquinho,2016-01-11,2016-01-13,PRETO,PRETO
4415_1000024_0_P,Feminino,Moda,Roupas,Blusas,Regatas,2016-01-11,2016-01-11,VERMELHO,VERMELHO
4415_40130847_0_M,Feminino,Moda,Roupas,Blusas,Regatas,2016-01-11,2016-01-11,BRANCO,BRANCO
4419_275_0_GG,Feminino,Moda,Roupas,Blusas,Regatas,2016-01-11,2016-02-17,SHIBORI,AZUL
4419_277_0_G,Feminino,Moda,Roupas,Blusas,Regatas,2016-01-11,2016-01-29,STRIPES AZUL,AZUL
4419_279_0_M,Feminino,Moda,Roupas,Blusas,Regatas,2016-01-11,2016-01-15,STRIPES ROSA,ROSA
4423_273_0_P,Feminino,Moda,Roupas,Blusas,Regatas,2016-01-11,2016-01-11,AQUA ROSE,ROSA
4423_277_0_PP,Feminino,Moda,Roupas,Blusas,Regatas,2016-01-11,2016-01-18,STRIPES AZUL,AZUL
4423_279_0_PP,Feminino,Moda,Roupas,Blusas,Regatas,2016-01-11,2016-02-03,STRIPES ROSA,ROSA
4425_233_0_M,Feminino,Moda,Roupas,Blusas,Regatas,2016-01-11,2016-01-11,INDIGO ESCURO,AZUL
4425_233_0_P,Feminino,Moda,Roupas,Blusas,Regatas,2016-01-11,2016-01-11,INDIGO ESCURO,AZUL
4425_239_0_GG,Feminino,Moda,Roupas,Blusas,Regatas,2016-01-11,2016-01-21,INDIGO CLARO,AZUL
4429_275_0_M,Feminino,Moda,Roupas,Saias,Mini,2016-01-11,2016-01-11,SHIBORI,AZUL
4431_1000058_0_P,Feminino,Moda,Roupas,Saias,Midi,2016-01-11,2016-01-20,OFF-WHITE,BRANCO
4431_279_0_G,Feminino,Moda,Roupas,Saias,Midi,2016-01-11,2016-01-12,STRIPES ROSA,ROSA
4431_279_0_P,Feminino,Moda,Roupas,Saias,Midi,2016-01-11,2016-01-16,STRIPES ROSA,ROSA
4431_40130843_0_G,Feminino,Moda,Roupas,Saias,Midi,2016-01-11,2016-01-20,PRETO,PRETO
4431_40130843_0_M,Feminino,Moda,Roupas,Saias,Midi,2016-01-11,2016-01-23,PRETO,PRETO
4435_271_0_P,Feminino,Moda,Roupas,Saias,Mini,2016-01-11,2016-01-12,AQUA AZUL,AZUL
4435_273_0_G,Feminino,Moda,Roupas,Saias,Mini,2016-01-11,2016-02-05,AQUA ROSE,ROSA
4435_273_0_P,Feminino,Moda,Roupas,Saias,Mini,2016-01-11,2016-01-11,AQUA ROSE,ROSA
4435_277_0_P,Feminino,Moda,Roupas,Saias,Mini,2016-01-11,2016-01-11,STRIPES AZUL,AZUL
4437_1000058_0_G,Feminino,Moda,Roupas,Saias,Midi,2016-01-11,2016-05-28,OFF-WHITE,BRANCO
4437_1000058_0_P,Feminino,Moda,Roupas,Saias,Midi,2016-01-11,2016-01-11,OFF-WHITE,BRANCO
4437_40130843_0_G,Feminino,Moda,Roupas,Saias,Midi,2016-01-11,2016-01-17,PRETO,PRETO
4439_1000020_0_G,Feminino,Moda,Roupas,Saias,Mini,2016-01-11,2016-01-13,AMARELO,AMARELO
4439_1000024_0_G,Feminino,Moda,Roupas,Saias,Mini,2016-01-11,2016-01-14,VERMELHO,VERMELHO
4439_1000032_0_M,Feminino,Moda,Roupas,Saias,Mini,2016-01-11,2016-01-19,MARINHO,AZUL
4439_1000032_0_P,Feminino,Moda,Roupas,Saias,Mini,2016-01-11,2016-01-11,MARINHO,AZUL
4439_1000032_0_PP,Feminino,Moda,Roupas,Saias,Mini,2016-01-11,2016-01-16,MARINHO,AZUL
4439_40130843_0_P,Feminino,Moda,Roupas,Saias,Mini,2016-01-11,2016-01-12,PRETO,PRETO
4441_275_0_38,Feminino,Moda,Roupas,Shorts,,2016-01-11,2016-01-11,SHIBORI,AZUL
4441_277_0_40,Feminino,Moda,Roupas,Shorts,,2016-01-11,2016-01-15,STRIPES AZUL,AZUL
4443_1000036_0_44,Feminino,Moda,Roupas,Shorts,,2016-01-11,2016-01-11,CORAL,LARANJA
4443_1000038_0_42,Feminino,Moda,Roupas,Shorts,,2016-01-11,2016-01-29,CINZA,CINZA
4443_1000038_0_44,Feminino,Moda,Roupas,Shorts,,2016-01-11,2016-01-15,CINZA,CINZA
4443_1000110_0_44,Feminino,Moda,Roupas,Shorts,,2016-01-11,2016-02-25,VERDE AGUA,VERDE
4449_273_0_G,Feminino,Moda,Roupas,Blusas,Regatas,2016-01-11,2016-01-12,AQUA ROSE,ROSA
4449_275_0_G,Feminino,Moda,Roupas,Blusas,Regatas,2016-01-11,2016-02-21,SHIBORI,AZUL
4449_277_0_P,Feminino,Moda,Roupas,Blusas,Regatas,2016-01-11,2016-06-03,STRIPES AZUL,AZUL
4449_279_0_PP,Feminino,Moda,Roupas,Blusas,Regatas,2016-01-11,2016-02-26,STRIPES ROSA,ROSA
4451_1000030_0_G,Feminino,Moda,Roupas,Blusas,Blusas,2016-01-11,2016-01-13,AZUL,AZUL
4453_1000028_0_GG,Feminino,Moda,Roupas,Blusas,Blusas,2016-01-11,2016-01-11,VERDE,VERDE
4453_1000028_0_P,Feminino,Moda,Roupas,Blusas,Blusas,2016-01-11,2016-01-12,VERDE,VERDE
4453_1000032_0_G,Feminino,Moda,Roupas,Blusas,Blusas,2016-01-11,2016-01-11,MARINHO,AZUL
4453_1000036_0_GG,Feminino,Moda,Roupas,Blusas,Blusas,2016-01-11,2016-01-11,CORAL,LARANJA
4453_1000036_0_P,Feminino,Moda,Roupas,Blusas,Blusas,2016-01-11,2016-01-13,CORAL,LARANJA
4457_40130843_0_GG,Feminino,Moda,Roupas,Vestidos,Curto,2016-01-11,2016-02-11,PRETO,PRETO
4459_1000058_0_M,Feminino,Moda,Roupas,Vestidos,Curto,2016-01-11,2016-01-20,OFF-WHITE,BRANCO
4459_40130843_0_G,Feminino,Moda,Roupas,Vestidos,Curto,2016-01-11,2016-01-14,PRETO,PRETO
4459_40130843_0_P,Feminino,Moda,Roupas,Vestidos,Curto,2016-01-11,2016-02-01,PRETO,PRETO
4461_283_0_M,Feminino,Moda,Roupas,Vestidos,Midi,2016-01-11,2016-01-12,ROSA CLARO,ROSA
4461_283_0_PP,Feminino,Moda,Roupas,Vestidos,Midi,2016-01-11,2016-01-16,ROSA CLARO,ROSA
4461_40130843_0_G,Feminino,Moda,Roupas,Vestidos,Midi,2016-01-11,2016-01-11,PRETO,PRETO
4461_40130843_0_PP,Feminino,Moda,Roupas,Vestidos,Midi,2016-01-11,2016-01-13,PRETO,PRETO
4465_1000032_0_G,Feminino,Moda,Roupas,Vestidos,Midi,2016-01-11,2016-01-12,MARINHO,AZUL
4465_1000044_0_M,Feminino,Moda,Roupas,Vestidos,Midi,2016-01-11,2016-01-12,SALMÃ?O,ROSA
4465_1000046_0_P,Feminino,Moda,Roupas,Vestidos,Midi,2016-01-11,2016-01-15,NUDE,ROSA
4467_1000036_0_G,Feminino,Moda,Roupas,Vestidos,Curto,2016-01-11,2016-03-03,CORAL,LARANJA
4467_1000036_0_P,Feminino,Moda,Roupas,Vestidos,Curto,2016-01-11,2016-01-14,CORAL,LARANJA
4473_1000024_0_U,Feminino,Acessórios,Bolsas,Maxi,,2015-11-09,2015-11-10,VERMELHO,VERMELHO
4479_1000026_0_U,Feminino,Acessórios,Lenços,,,2015-11-09,2015-11-17,ROSA,ROSA
4497_1000044_0_U,Feminino,Acessórios,Cabelo,,,2015-11-09,2015-11-12,SALMÃ?O,ROSA
4505_173_0_U,Feminino,Acessórios,Chapéus,,,2015-11-09,2015-11-10,PALHA,BEGE
4507_1000102_0_U,Feminino,Acessórios,Bijoux,Brincos,,2015-11-09,2015-11-29,OURO VELHO,DOURADO
4511_1000018_0_U,Feminino,Acessórios,Bijoux,Anéis,,2015-11-09,2015-12-12,DOURADO,DOURADO
4515_1000048_0_U,Feminino,Acessórios,Bijoux,Anéis,,2015-11-09,2015-11-09,TURQUESA,AZUL
4521_1000018_0_U,Feminino,Acessórios,Bijoux,Anéis,,2015-11-09,2015-12-01,DOURADO,DOURADO
4581_1000030_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,2015-11-09,2015-11-09,AZUL,AZUL
4581_1000034_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,2015-11-09,2015-11-22,ROXO,ROXO
4583_1000030_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,2015-11-09,2015-11-09,AZUL,AZUL
4585_40130845_0_U,Feminino,Acessórios,Cabelo,,,2015-11-09,2015-11-10,PRATA,PRATEADO
4591_40130843_0_U,Feminino,Acessórios,Bijoux,Colares,,2015-11-09,2015-11-09,PRETO,PRETO
4601_1000030_0_PP,Feminino,Moda,Roupas,Blusas,Camisas,2016-01-11,2016-01-11,AZUL,AZUL
4601_1000036_0_M,Feminino,Moda,Roupas,Blusas,Camisas,2016-01-11,2016-01-11,CORAL,LARANJA
4601_1000036_0_P,Feminino,Moda,Roupas,Blusas,Camisas,2016-01-11,2016-01-13,CORAL,LARANJA
4605_213_0_G,Feminino,Moda,Roupas,Blusas,Regatas,2015-11-09,2016-01-26,MARGARIDA AZUL,AZUL
4605_219_0_G,Feminino,Moda,Roupas,Blusas,Regatas,2015-11-09,2015-12-23,RETRO MOSTARDA,AMARELO
4631_1000018_0_U,Feminino,Acessórios,Bijoux,Colares,,2015-11-09,2015-11-09,DOURADO,DOURADO
4657_1000048_0_U,Feminino,Acessórios,Bijoux,Colares,,2015-12-02,2015-12-03,TURQUESA,AZUL
4665_225_0_U,Feminino,Acessórios,Bijoux,Colares,,2015-12-02,2015-12-02,GOIABA,ROSA
4691_20_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,2015-12-02,2015-12-07,ONIX,PRATEADO
4701_1000080_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,2015-12-02,2015-12-13,PRATA VELHO,PRATEADO
4711_1000080_0_U,Feminino,Acessórios,Bijoux,Brincos,,2015-12-02,2015-12-10,PRATA VELHO,PRATEADO
4715_1000102_0_U,Feminino,Acessórios,Bijoux,Brincos,,2015-12-02,2015-12-02,OURO VELHO,DOURADO
4731_1000024_0_U,Feminino,Acessórios,Bolsas,Mini,,2015-12-02,2015-12-02,VERMELHO,VERMELHO
4731_1000054_0_U,Feminino,Acessórios,Bolsas,Mini,,2015-12-02,2015-12-02,CARAMELO,MARROM
4733_40130843_0_U,Feminino,Acessórios,Bolsas,Midi,,2015-12-02,2015-12-06,PRETO,PRETO
4765_1000102_0_U,Feminino,Acessórios,Bijoux,Brincos,,2015-12-02,2016-02-18,OURO VELHO,DOURADO
4775_225_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,2015-12-02,2016-01-06,GOIABA,ROSA
4779_1000102_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,2015-12-02,2015-12-10,OURO VELHO,DOURADO
4785_1000102_0_U,Feminino,Acessórios,Bijoux,Brincos,,2015-12-02,2016-01-08,OURO VELHO,DOURADO
4787_40130845_0_U,Feminino,Acessórios,Bijoux,Colares,,2015-12-02,2016-01-06,PRATA,PRATEADO
4791_1000080_0_U,Feminino,Acessórios,Bijoux,Brincos,,2015-12-02,2015-12-11,PRATA VELHO,PRATEADO
4797_40130843_0_U,Feminino,Acessórios,Cintos,Cinto Grosso,,2015-12-02,2015-12-09,PRETO,PRETO
4801_1000016_0_U,Feminino,Acessórios,Cintos,,,2015-12-02,2015-12-04,MARROM,MARROM
4815_1000016_0_U,Feminino,Acessórios,Óculos de Sol,,,2015-12-02,2015-12-02,MARROM,MARROM
4821_1000016_0_U,Feminino,Acessórios,Óculos de Sol,,,2015-12-02,2015-12-03,MARROM,MARROM
4829_1000116_0_U,Feminino,Acessórios,Óculos de Sol,,,2015-12-02,2015-12-02,TARTARUGA,MARROM
4831_1000116_0_U,Feminino,Acessórios,Óculos de Sol,,,2015-12-02,2015-12-03,TARTARUGA,MARROM
4833_1000016_0_U,Feminino,Acessórios,Óculos de Sol,,,2015-12-02,2015-12-11,MARROM,MARROM
4835_40130843_0_U,Feminino,Acessórios,Óculos de Sol,,,2015-12-02,2015-08-12,PRETO,PRETO
4851_1000054_0_U,Feminino,Acessórios,Bolsas,,,2015-12-02,2015-12-03,CARAMELO,MARROM
4857_1000030_0_U,Feminino,Acessórios,Bijoux,Colares,,2016-01-11,2016-01-16,AZUL,AZUL
4863_1000036_0_U,Feminino,Acessórios,Bijoux,Colares,,2016-01-11,2016-01-29,CORAL,LARANJA
4865_1000028_0_U,Feminino,Acessórios,Bijoux,Colares,,2016-01-11,2016-01-15,VERDE,VERDE
4871_1000030_0_U,Feminino,Acessórios,Bijoux,Colares,,2016-01-11,2016-01-19,AZUL,AZUL
4879_1000036_0_U,Feminino,Acessórios,Bijoux,Colares,,2016-01-11,2016-01-12,CORAL,LARANJA
4917_1000028_0_U,Feminino,Acessórios,Bijoux,Brincos,,2016-01-11,2016-01-13,VERDE,VERDE
4927_1000028_0_U,Feminino,Acessórios,Bijoux,Colares,,2016-01-11,2016-01-14,VERDE,VERDE
4929_1000028_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,2016-01-11,2016-01-18,VERDE,VERDE
4951_1000022_0_U,Feminino,Acessórios,Cintos,,,2016-01-11,2016-01-13,LARANJA,LARANJA
4951_40130843_0_U,Feminino,Acessórios,Cintos,,,2016-01-11,2016-01-11,PRETO,PRETO
4971_1000016_0_U,Feminino,Acessórios,Chapéus,,,2015-12-02,2015-12-03,MARROM,MARROM
4971_40130843_0_U,Feminino,Acessórios,Chapéus,,,2015-12-02,2015-12-06,PRETO,PRETO
4973_1000020_0_U,Feminino,Acessórios,Chapéus,,,2015-12-02,2015-12-03,AMARELO,AMARELO
4987_40130845_0_U,Feminino,Acessórios,Bijoux,Anéis,,2015-12-02,2015-12-03,PRATA,PRATEADO
4989_40130845_0_U,Feminino,Acessórios,Bijoux,Anéis,,2015-12-02,2015-12-11,PRATA,PRATEADO
4991_1000048_0_U,Feminino,Acessórios,Lenços,,,2015-12-02,2015-12-10,TURQUESA,AZUL
4995_1000026_0_U,Feminino,Acessórios,Lenços,,,2016-01-11,2016-01-15,ROSA,ROSA
5005_1000038_0_U,Feminino,Acessórios,Lenços,,,2015-12-02,2015-12-02,CINZA,CINZA
5019_1000036_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,2016-01-11,2016-01-30,CORAL,LARANJA
5021_1000032_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,2016-01-11,2016-01-15,MARINHO,AZUL
5069_40130845_0_U,Feminino,Acessórios,Bijoux,Pulseiras,,2016-01-11,2016-01-13,PRATA,PRATEADO
5083_1000028_0_U,Feminino,Acessórios,Óculos de Sol,Aviador,,2016-01-11,2016-01-11,VERDE,VERDE
5083_40130843_0_U,Feminino,Acessórios,Óculos de Sol,Aviador,,2016-01-11,2016-01-15,PRETO,PRETO
5083_40130847_0_U,Feminino,Acessórios,Óculos de Sol,Aviador,,2016-01-11,2016-01-12,BRANCO,BRANCO
5085_1000030_0_U,Feminino,Acessórios,Óculos de Sol,,,2016-01-11,2016-01-12,AZUL,AZUL
5087_1000026_0_U,Feminino,Acessórios,Óculos de Sol,,,2016-01-11,2016-01-13,ROSA,ROSA
5087_1000116_0_U,Feminino,Acessórios,Óculos de Sol,,,2016-01-11,2016-01-14,TARTARUGA,MARROM
5089_1000116_0_U,Feminino,Acessórios,Óculos de Sol,,,2016-01-11,2016-01-11,TARTARUGA,MARROM
5091_40130843_0_U,Feminino,Acessórios,Óculos de Sol,,,2016-01-11,2016-01-12,PRETO,PRETO
5175_1000058_0_38,Feminino,Moda,Roupas,Calças,Reta,2016-02-29,2016-03-09,OFF-WHITE,BRANCO
5175_1000058_0_42,Feminino,Moda,Roupas,Calças,Reta,2016-02-29,2016-03-09,OFF-WHITE,BRANCO
5175_1000058_0_44,Feminino,Moda,Roupas,Calças,Reta,2016-02-29,2016-03-08,OFF-WHITE,BRANCO
5175_175_0_42,Feminino,Moda,Roupas,Calças,Reta,2016-02-29,2016-03-04,VERMELHO DENDe,VERMELHO
5177_295_0_GG,Feminino,Moda,Roupas,Blusas,Cropped,2016-02-29,2016-02-29,CLASSY,MARROM
5177_299_0_GG,Feminino,Moda,Roupas,Blusas,Cropped,2016-02-29,2016-02-29,GARDEN,VERMELHO
5177_305_0_PP,Feminino,Moda,Roupas,Blusas,Cropped,2016-02-29,2016-02-29,POSH BIRDS,BEGE
5181_299_0_40,Feminino,Moda,Roupas,Shorts,,2016-02-29,2016-03-07,GARDEN,VERMELHO
5181_305_0_36,Feminino,Moda,Roupas,Shorts,,2016-02-29,2016-02-29,POSH BIRDS,BEGE
5181_305_0_40,Feminino,Moda,Roupas,Shorts,,2016-02-29,2016-03-06,POSH BIRDS,BEGE
5183_40130843_0_38,Feminino,Moda,Roupas,Calças,Reta,2016-02-29,2016-02-29,PRETO,PRETO
5185_40130843_0_P,Feminino,Moda,Roupas,Vestidos,Curto,2016-02-29,2016-03-05,PRETO,PRETO
5187_293_0_GG,Feminino,Moda,Roupas,Vestidos,Curto,2016-02-29,2016-03-03,BOTANICAL,AZUL
5187_295_0_M,Feminino,Moda,Roupas,Vestidos,Curto,2016-02-29,2016-03-02,CLASSY,MARROM
5187_295_0_P,Feminino,Moda,Roupas,Vestidos,Curto,2016-02-29,2016-03-03,CLASSY,MARROM
5187_299_0_M,Feminino,Moda,Roupas,Vestidos,Curto,2016-02-29,2016-03-11,GARDEN,VERMELHO
5187_299_0_P,Feminino,Moda,Roupas,Vestidos,Curto,2016-02-29,2016-03-02,GARDEN,VERMELHO
5187_303_0_GG,Feminino,Moda,Roupas,Vestidos,Curto,2016-02-29,2016-03-02,POIS ROSE,ROSA
5189_299_0_GG,Feminino,Moda,Roupas,Vestidos,Maxi,2016-02-29,2016-02-29,GARDEN,VERMELHO
5189_299_0_PP,Feminino,Moda,Roupas,Vestidos,Maxi,2016-02-29,2016-02-29,GARDEN,VERMELHO
5189_305_0_G,Feminino,Moda,Roupas,Vestidos,Maxi,2016-02-29,2016-03-08,POSH BIRDS,BEGE
5191_299_0_G,Feminino,Moda,Roupas,Blusas,Camisas,2016-02-29,2016-03-09,GARDEN,VERMELHO
5191_299_0_P,Feminino,Moda,Roupas,Blusas,Camisas,2016-02-29,2016-02-29,GARDEN,VERMELHO
5191_305_0_P,Feminino,Moda,Roupas,Blusas,Camisas,2016-02-29,2016-02-29,POSH BIRDS,BEGE
5193_40130843_0_40,Feminino,Moda,Roupas,Calças,Leather,2016-02-29,2016-03-26,PRETO,PRETO
5193_40130843_0_42,Feminino,Moda,Roupas,Calças,Leather,2016-02-29,2016-03-28,PRETO,PRETO
5195_297_0_G,Feminino,Moda,Roupas,Blusas,Regatas,2016-02-29,2016-05-19,DANDELION,AZUL
5195_297_0_P,Feminino,Moda,Roupas,Blusas,Regatas,2016-02-29,2016-04-12,DANDELION,AZUL
5195_297_0_P,Feminino,Moda,Roupas,Blusas,Blusas,2016-02-29,2016-04-12,DANDELION,AZUL
5195_297_0_PP,Feminino,Moda,Roupas,Blusas,Regatas,2016-02-29,2016-05-08,DANDELION,AZUL
5195_303_0_G,Feminino,Moda,Roupas,Blusas,Regatas,2016-02-29,2016-05-08,POIS ROSE,ROSA
5195_303_0_M,Feminino,Moda,Roupas,Blusas,Regatas,2016-02-29,2016-05-06,POIS ROSE,ROSA
5195_303_0_PP,Feminino,Moda,Roupas,Blusas,Blusas,2016-02-29,2016-05-03,POIS ROSE,ROSA
5201_293_0_P,Feminino,Moda,Roupas,Blusas,Camisas,2016-02-29,2016-02-29,BOTANICAL,AZUL
5203_40130843_0_42,Feminino,Moda,Roupas,Jaquetas & Casacos,Jaquetas,2016-02-29,2016-03-01,PRETO,PRETO
5205_305_0_P,Feminino,Moda,Roupas,Blusas,Blusas,2016-02-29,2016-02-29,POSH BIRDS,BEGE
5207_1000032_0_42,Feminino,Moda,Roupas,Jaquetas & Casacos,Jaquetas,2016-02-29,2016-02-29,MARINHO,AZUL
5209_297_0_G,Feminino,Moda,Roupas,Blusas,Regatas,2016-02-29,2016-02-29,DANDELION,AZUL
5209_297_0_P,Feminino,Moda,Roupas,Blusas,Regatas,2016-02-29,2016-03-01,DANDELION,AZUL
5211_40130843_0_40,Feminino,Moda,Roupas,Blazers,,2016-02-29,2016-02-29,PRETO,PRETO
5213_1000012_0_U,Feminino,Acessórios,Bijoux,Brincos,,2016-01-11,2016-01-16,BEGE,BEGE
5215_173_0_38,Feminino,Moda,Roupas,Jaquetas & Casacos,Casacos,2016-02-29,2016-03-03,PALHA,BEGE
5215_173_0_40,Feminino,Moda,Roupas,Jaquetas & Casacos,Casacos,2016-02-29,2016-03-02,PALHA,BEGE
5217_40130843_0_42,Feminino,Moda,Roupas,Jaquetas & Casacos,Casacos,2016-02-29,2016-03-01,PRETO,PRETO
